,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 14,Shared topic 15,Epigenomics private topic 7,Epigenomics private topic 9,Epigenomics private topic 10
Trim2,-0.8126005,-0.5745986,-1.4276358,-0.51127553,-1.6946726,-0.48075324,-0.57374334,-0.57058305,-0.5638719,-0.5637928,-0.56363535,-0.6250175,-0.6976492,-0.7589139
Nkain2,-0.5596597,-0.39083022,-0.7602059,-0.28910807,-1.2684791,-0.5896276,-0.51238835,-0.48386765,-0.4156893,-0.41729352,-0.41381425,-0.5940036,-0.4229879,-0.56844175
Ptk2b,-0.8105265,-0.85268736,-1.2882909,-0.52511936,-1.584089,-0.97389776,-0.38132352,-0.37077224,-0.551798,-0.526925,-0.555217,-0.9322462,-0.6355092,-0.75685334
Rusc2,-0.39037144,-0.55517346,-2.6558275,-0.8470802,-2.0468962,-0.6642744,-0.66768867,-0.6984438,-0.68193847,-0.6817932,-0.68234015,-0.62706625,-0.64692754,-0.3932515
Fzd4,-0.33163705,-0.6626186,-2.8042343,-0.8792616,-2.4544988,-0.5697123,-0.9175326,-0.9806794,-0.80441713,-0.8271843,-0.8046897,-0.56236744,-0.6649826,-0.25938344
Gm10575,-0.30215412,-0.8867716,-3.2581258,-1.0570185,-2.6371462,-0.7937289,-0.929373,-0.8699118,-0.87204933,-0.8804134,-0.8749991,-0.81817555,-0.67747617,-0.21288747
5730522E02Rik,-0.6747783,-0.6322188,-1.0085984,-0.37625635,-1.3536781,-0.69572395,-0.3966246,-0.38159364,-0.45551232,-0.4488385,-0.45597008,-0.71343815,-0.5847603,-0.6518164
Amer2,-0.72095555,-0.53363293,-1.5789988,-0.5488932,-1.6915483,-0.49285552,-0.5728376,-0.5877526,-0.5633891,-0.563747,-0.56317484,-0.4240297,-0.6109395,-0.75183594
Gpd1,-0.52778685,-0.5008117,-1.9833164,-0.65507,-1.9024343,-0.5048363,-0.64492536,-0.61822754,-0.6333453,-0.6349803,-0.63365483,-0.48847985,-0.5557207,-0.5552696
Rmrp,-0.49678546,-0.53852856,-1.7485569,-0.58106315,-2.2474747,-0.48023635,-0.8953946,-0.8328601,-0.7103252,-0.7678185,-0.7059036,-0.50579834,-0.54849386,-0.48069584
Mir9-1,-0.6158776,-0.517276,-2.0921137,-0.7003438,-1.3533239,-0.107831955,-0.36322388,-0.39161193,-0.46706977,-0.46653843,-0.47102094,-0.009427339,-0.615306,-0.66501284
Mir1943,-0.35722554,-0.5257895,-1.6711915,-0.583234,-1.784216,-0.62486494,-0.6053526,-0.627042,-0.5929515,-0.5941815,-0.59357816,-0.5880436,-0.49717212,-0.39088136
Sipa1l2,-0.29843786,-0.44217768,-2.089675,-0.55829126,-1.469161,-0.50157523,-0.47429094,-0.5158505,-0.4895194,-0.4893999,-0.48978975,-0.47940063,-0.31135637,-0.24831307
Tmem256,-0.436466,-0.46215004,-1.8361988,-0.5050374,-1.761827,-0.37081462,-0.65298367,-0.6393368,-0.57748663,-0.603708,-0.57239544,-0.41581738,-0.40822896,-0.4847155
Mir326,-0.57671386,-0.56564087,-1.3152534,-0.5250134,-1.6516781,-0.42066914,-0.60612065,-0.6136842,-0.54726464,-0.549917,-0.54657346,-0.41305545,-0.48614168,-0.65211326
6530403H02Rik,-0.7812353,-0.7026193,-1.2350068,-0.5194283,-1.6375817,-0.7346822,-0.5738517,-0.49010184,-0.54819435,-0.543817,-0.5495507,-0.713725,-0.7250737,-0.734263
Kif17,-1.0313915,-0.7928135,-0.92960465,-0.40812644,-2.0530505,-0.9042033,-0.7615949,-0.65170795,-0.67606914,-0.6848423,-0.67119247,-0.8512199,-0.8478311,-1.0347495
Map3k5,-0.6588295,-0.75745916,-1.9913595,-0.6204186,-1.7895098,-0.84000444,-0.51514935,-0.53996944,-0.6005852,-0.5969688,-0.60164356,-0.8111604,-0.5709185,-0.7228832
Trio,-0.43248108,-0.40754113,-0.97270226,-0.33249372,-0.9982409,-0.43531603,-0.33240798,-0.32283399,-0.3333377,-0.33250907,-0.3330676,-0.45384845,-0.36210006,-0.43885717
Msi2,-0.25361767,-0.2862649,-1.550031,-0.3608808,-1.2511556,-0.0014723837,-0.5364006,-0.57643354,-0.39096588,-0.40920955,-0.37569654,-0.008381158,-0.33921662,-0.2770397
Ccdc33,-0.8551537,-0.73548895,-1.6090751,-0.49891263,-1.8043753,-0.37482506,-0.60190725,-0.5503278,-0.6025701,-0.60175127,-0.6008947,-0.4980779,-0.84240353,-0.8522055
Arl4d,-0.41106492,-0.56832016,-1.4585047,-0.5097918,-1.4710958,-0.4034586,-0.4794791,-0.47648376,-0.49095917,-0.49115017,-0.49118373,-0.4951214,-0.505721,-0.3883663
Gm5420,-0.67507297,-0.5564116,-1.736241,-0.67402303,-1.9611695,-0.95073056,-0.65081394,-0.63171124,-0.6540285,-0.6540403,-0.6553043,-0.87382174,-0.4746809,-0.64973325
Slc2a13,-0.7727188,-0.6396302,-0.9976126,-0.36863688,-1.418814,-0.74967754,-0.4185101,-0.47621208,-0.4754455,-0.47123677,-0.476391,-0.68449986,-0.6510457,-0.7250924
Zbtb7a,-0.36429304,-0.48660636,-2.06601,-0.6468793,-1.8051431,-0.5354507,-0.60303235,-0.6097409,-0.6008735,-0.6025897,-0.60088634,-0.5182844,-0.41809928,-0.38459837
Ptprd,-0.44925228,-0.33184898,-0.99084973,-0.38753754,-0.7712572,-0.49957305,-0.13848251,-0.2027198,-0.27257988,-0.25893041,-0.27689496,-0.48712564,-0.38765126,-0.43162948
Mir3082,-0.3392322,-0.43059823,-1.6470002,-0.54065377,-1.612278,-0.4268245,-0.57289344,-0.5787099,-0.5340694,-0.53944737,-0.53462493,-0.4277417,-0.39688507,-0.40397978
Gapdh,-0.61332196,-0.62254643,-1.9912231,-0.6520445,-2.0024495,-0.44730112,-0.71062005,-0.6858082,-0.6657272,-0.6677914,-0.6654054,-0.40164608,-0.65306056,-0.63664454
Maml3,-0.42015406,-0.5002003,-1.055598,-0.35614896,-1.1117468,-0.4334867,-0.3690768,-0.3614962,-0.3709806,-0.3701946,-0.37046647,-0.56410927,-0.34776056,-0.44360578
Insig1,-0.5567226,-0.39302742,-1.9524825,-0.61771864,-1.7697754,-0.47143006,-0.60650504,-0.60036546,-0.5887217,-0.5893089,-0.58899444,-0.4418354,-0.6167743,-0.59401923
Mroh5,-0.9316468,-0.91503215,-1.3054357,-0.519636,-1.9239221,-0.82293445,-0.6585923,-0.600518,-0.6448269,-0.639773,-0.6445015,-0.7932506,-0.8042389,-0.93838847
Map3k14,-0.4950656,-0.6844092,-2.3111374,-0.72933054,-1.9708228,-0.6108878,-0.6213094,-0.6389419,-0.66002154,-0.65879196,-0.66021764,-0.6001907,-0.4288805,-0.5882946
Ier3,-0.3158515,-0.7083739,-2.7543907,-0.8843273,-2.159897,-0.78704184,-0.66412246,-0.7250174,-0.7227469,-0.72370017,-0.7241733,-0.77439934,-0.6616281,-0.2675614
Scd2,-0.5043756,-0.46602747,-2.1292214,-0.6244019,-1.8390872,-0.34820217,-0.6461445,-0.6137685,-0.6109745,-0.6128594,-0.6106913,-0.3209928,-0.59030616,-0.52137685
Creld2,-0.4702639,-0.39043087,-2.189371,-0.69509786,-2.0614586,-0.49267673,-0.77336067,-0.767775,-0.67951715,-0.6867259,-0.6797473,-0.44382727,-0.5829654,-0.42556423
Pcdhga2,-0.6514033,-0.6164118,-1.4491571,-0.5333912,-1.7155908,-0.46320537,-0.5967185,-0.5816862,-0.57005936,-0.5710028,-0.57010317,-0.47418395,-0.61032236,-0.6475176
Ier5l,-0.353781,-0.46885765,-1.246882,-0.4162902,-1.2497127,-0.3803605,-0.41682324,-0.41485116,-0.4164229,-0.41677856,-0.41630033,-0.35491198,-0.43043742,-0.40931717
Mir7004,-0.71212745,-0.4868283,-1.2602332,-0.4645331,-1.4820443,-0.6983024,-0.4745804,-0.4768969,-0.49495047,-0.49440256,-0.49523878,-0.6983815,-0.6751252,-0.67880595
Pnmal2,-0.7888192,-0.61108834,-1.4957805,-0.40225708,-1.832758,-0.6171864,-0.6378078,-0.6663158,-0.6078622,-0.6126037,-0.60569054,-0.6203181,-0.71180785,-0.806972
Zhx2,-0.5759442,-0.51621455,-1.968411,-0.6166409,-1.6651282,-0.23664796,-0.58008766,-0.5454813,-0.5539432,-0.55338484,-0.55402577,-0.23747844,-0.60824275,-0.69646573
Mir1249,-0.5989926,-0.39945257,-1.4575398,-0.51440316,-1.4950229,-0.577102,-0.48634717,-0.48782063,-0.4984913,-0.49859557,-0.4984681,-0.45837522,-0.55055386,-0.6236366
Mir3091,-0.47083616,-0.5701836,-2.2405891,-0.6880599,-2.209829,-0.46165597,-0.86687326,-0.8407004,-0.71223795,-0.72735596,-0.71153224,-0.46259266,-0.6288055,-0.45628852
Dclk2,-0.65808123,-0.5548308,-1.3453661,-0.46897268,-1.6748674,-0.43866006,-0.6406145,-0.6247367,-0.5543653,-0.55723226,-0.55375594,-0.4826037,-0.5943247,-0.603108
Ston2,-0.6696828,-0.5632969,-2.3822126,-0.74622107,-2.0426092,-0.43504062,-0.714933,-0.73550594,-0.6796019,-0.67984575,-0.67963696,-0.4233523,-0.57134205,-0.75979567
Dab1,-0.45703387,-0.36496782,-0.67294484,-0.26707312,-0.8412049,-0.41271037,-0.2630577,-0.2772404,-0.2819086,-0.27910724,-0.2816152,-0.4224882,-0.41637522,-0.45888352
Shc3,-0.7529629,-0.77528936,-1.482265,-0.5808627,-1.781908,-0.7116257,-0.60434765,-0.58581436,-0.5944689,-0.59388155,-0.59418803,-0.6402149,-0.8147692,-0.7695757
Slc39a7,-0.4748901,-0.39633197,-2.0925572,-0.62681574,-2.097577,-0.3809577,-0.84342766,-0.80086994,-0.6677399,-0.6967585,-0.6636129,-0.35855287,-0.3188814,-0.60682863
Ttc7,-0.49459025,-0.66867936,-1.3221431,-0.50776446,-1.5169399,-0.64124805,-0.48191497,-0.43236735,-0.50660795,-0.50660217,-0.5075514,-0.6900269,-0.3360428,-0.536132
Micall1,-0.5514211,-0.20813966,-2.397696,-0.7399928,-1.9480274,-0.5703935,-0.73876494,-0.7711899,-0.6397088,-0.6437396,-0.6375809,-0.55396014,-0.6200592,-0.58156353
Mir7663,-0.62078184,-0.62346923,-2.407211,-0.7091095,-1.9348826,-0.52541816,-0.6246042,-0.56433886,-0.64747053,-0.645023,-0.6481711,-0.5831434,-0.49990636,-0.7468681
1700001G11Rik,-0.69230515,-0.605274,-1.3574505,-0.49833852,-1.6927524,-0.64688087,-0.56341064,-0.52606225,-0.5652414,-0.56518257,-0.56513894,-0.7605363,-0.62739897,-0.7060233
Tjp1,-0.4164179,-0.6786038,-2.243826,-0.7346366,-1.9378929,-0.7715747,-0.6192105,-0.6299682,-0.6488928,-0.6472556,-0.6496497,-0.7577727,-0.6565778,-0.3289463
Arhgap24,-0.5273023,-0.3704939,-1.3045542,-0.42700523,-1.3120974,-0.52714986,-0.4388955,-0.45075125,-0.43695664,-0.43643302,-0.4366026,-0.4705741,-0.45402077,-0.573728
Utrn,-0.306364,-0.55313426,-1.2367058,-0.45351246,-1.3609319,-0.54143035,-0.45073625,-0.47241008,-0.45299336,-0.4529808,-0.45304868,-0.53127116,-0.45243806,-0.27789453
Mir3093,-0.6692852,-0.60074407,-2.3450546,-0.7727982,-1.4987113,-0.09799728,-0.38315225,-0.44074094,-0.51210463,-0.5128142,-0.5149992,-0.04987642,-0.62979823,-0.739028
Map7d1,-0.42864025,-0.42795187,-2.4036686,-0.74096745,-1.8269383,-0.64550996,-0.5615262,-0.5952185,-0.609014,-0.60952955,-0.6113626,-0.62645507,-0.552146,-0.42596135
Ppp1r16b,-0.64049315,-0.27003154,-1.0963161,-0.42967808,-1.5891621,-0.7972689,-0.50897783,-0.58027005,-0.52784777,-0.5341281,-0.5284784,-0.7294984,-0.6651199,-0.5451926
Sox6,-0.45314363,-0.33328938,-1.9012257,-0.5908148,-1.4428263,-0.3062932,-0.53017235,-0.5852353,-0.47794557,-0.47893244,-0.47670338,-0.28640494,-0.46088818,-0.4767449
Adamtsl1,-0.7062961,-0.49602443,-1.6151731,-0.5701556,-1.7111821,-0.7297058,-0.5867566,-0.5333146,-0.568977,-0.56904006,-0.5695732,-0.765361,-0.62953043,-0.71956253
Arl4c,-0.53289956,-0.5449388,-1.8268355,-0.55376333,-1.6518905,-0.30464822,-0.56689996,-0.5930309,-0.54934686,-0.5514014,-0.5488646,-0.37128788,-0.38501626,-0.5768145
Ap1g2,-0.8834743,-0.6206012,-1.2213066,-0.42231035,-1.7572557,-0.6541229,-0.5858453,-0.53856534,-0.58312607,-0.58502007,-0.5808542,-0.6998055,-0.74544483,-0.82514346
Arrb1,-0.58917505,-0.6265546,-1.8762515,-0.6053441,-1.7824364,-0.42919487,-0.60197324,-0.5991192,-0.5939744,-0.593576,-0.5937373,-0.37692064,-0.54768676,-0.6748225
Msl1,-0.4804132,-0.5996054,-2.0955667,-0.6886289,-1.9536327,-0.51964706,-0.627421,-0.63006926,-0.65172094,-0.6534325,-0.6520956,-0.49056664,-0.5104353,-0.4929006
Pxdn,-0.8622451,-0.72885805,-1.2797742,-0.53464985,-1.9102123,-0.6746373,-0.6219442,-0.6405439,-0.63557774,-0.6359315,-0.63499737,-0.7271377,-0.8239696,-0.8704539
Adm,-0.44999462,-0.5953405,-2.5281997,-0.8515233,-1.9915385,-0.6991277,-0.60643435,-0.6704672,-0.6677654,-0.66479075,-0.66945356,-0.7386384,-0.69120306,-0.38801324
Rsph14,-0.82377434,-0.71399593,-1.5737019,-0.52365804,-1.7104919,-0.7106018,-0.54758996,-0.51602674,-0.5716833,-0.57111764,-0.57211095,-0.77827287,-0.73868054,-0.7906312
Lamc1,-0.4944197,-0.60435927,-1.5936823,-0.60204893,-1.8206396,-0.7616108,-0.6064283,-0.6223444,-0.6067753,-0.6068137,-0.606815,-0.71617466,-0.72889125,-0.48280737
Slc22a23,-0.65538025,-0.29392928,-1.2322795,-0.49846086,-1.4844317,-0.5488136,-0.49775815,-0.49549103,-0.49455142,-0.49474877,-0.4947015,-0.49908748,-0.565281,-0.6864438
Nrg2,-0.713995,-0.6500726,-1.0540757,-0.38453025,-1.5074869,-0.64095676,-0.48286787,-0.5156237,-0.50417125,-0.5034407,-0.5040851,-0.6293615,-0.66543424,-0.6621596
E130215H24Rik,-0.6671039,-0.7019381,-3.2510853,-1.1491374,-2.4137595,-0.45163924,-0.73609596,-0.69960886,-0.8117928,-0.8107899,-0.82377183,-0.37739304,-0.51142806,-0.93730295
Ntng1,-0.75568914,-0.7201251,-1.4973143,-0.5482274,-1.7924842,-0.76448876,-0.59546804,-0.6299662,-0.59924716,-0.5985312,-0.5979382,-0.80407095,-0.70064205,-0.69760484
Ralgapa2,-0.6575737,-0.46312165,-1.4748862,-0.5072198,-1.6229048,-0.4552839,-0.5799913,-0.5517064,-0.53950775,-0.5404024,-0.53964585,-0.5069922,-0.6689979,-0.6181979
Meg3,-0.72424185,-0.8905511,-1.7102667,-0.52227455,-1.7553953,-0.8555299,-0.6682374,-0.55434626,-0.58394986,-0.5805829,-0.5803811,-0.8056496,-0.63758475,-0.76788807
Cntn1,-0.8092755,-0.507564,-1.4286562,-0.49921915,-1.6117957,-0.74442387,-0.55814064,-0.49130544,-0.53719044,-0.5365018,-0.53684294,-0.71459377,-0.6405996,-0.8221353
S1pr1,-0.20855719,-0.5882076,-2.5978787,-0.85388803,-2.0194259,-0.41913313,-0.7414252,-0.8025343,-0.65738714,-0.670809,-0.66085416,-0.39886335,-0.48422167,-0.11008161
Itpk1,-0.57408917,-0.31138605,-1.8729017,-0.5494395,-1.4788153,-0.49085358,-0.45992708,-0.46349782,-0.49353874,-0.49220046,-0.4937715,-0.47275203,-0.5170437,-0.62911236
Macrod1,-0.51777506,-0.33062047,-1.51578,-0.45281583,-1.3449807,-0.26012248,-0.46227533,-0.42968863,-0.44780236,-0.4487466,-0.44757655,-0.25068563,-0.4514093,-0.6383452
App,-0.4730198,-0.42036247,-1.4616636,-0.4677132,-1.3807197,-0.6261833,-0.45558846,-0.46077532,-0.46050388,-0.46046174,-0.46058193,-0.59538186,-0.49773815,-0.40777156
Pdzrn4,-0.7889292,-0.64728034,-2.086083,-0.6305967,-1.7728121,-0.77525896,-0.5504776,-0.59905183,-0.59395796,-0.5893658,-0.59360874,-0.78400326,-0.6802969,-0.79465145
Kcnq1,-0.44197085,-0.4317907,-1.8270837,-0.5868701,-1.5964171,-0.60555005,-0.5269322,-0.56576777,-0.53251725,-0.5318754,-0.53244776,-0.56508213,-0.5495976,-0.4336744
Glcci1,-0.58078986,-0.48745376,-1.2400429,-0.47409576,-1.5249865,-0.5995898,-0.51077795,-0.5190808,-0.5081071,-0.5087557,-0.508354,-0.6211087,-0.5001798,-0.5508663
Myo16,-0.6128705,-0.50065583,-1.2001761,-0.33648074,-1.1312518,-0.63160217,-0.31890762,-0.38095346,-0.38010347,-0.37602004,-0.37862036,-0.63487446,-0.5095718,-0.59977376
Mir7662,-0.68494517,-0.13849294,-2.7159982,-0.85898817,-2.0841646,-0.43750972,-0.79430664,-0.7969705,-0.6717914,-0.6912529,-0.6752824,-0.2923692,-0.55673814,-0.7446594
Lzts1,-0.85046256,-0.9375956,-1.5111705,-0.5457844,-1.7998943,-0.83936685,-0.525815,-0.49602225,-0.6054139,-0.6001025,-0.60475326,-0.8523395,-0.8774382,-0.8014641
Acot7,-0.71320784,-0.419491,-1.8073444,-0.5469754,-1.5934379,-0.53690416,-0.48872718,-0.5185087,-0.53151757,-0.530784,-0.5313212,-0.5146272,-0.60939825,-0.77104855
Akap6,-0.65921575,-0.563351,-0.85012156,-0.32891807,-1.3156171,-0.5770255,-0.44287795,-0.45369956,-0.43754277,-0.4367468,-0.43660504,-0.5800254,-0.5310016,-0.64963543
Wscd2,-0.85883975,-0.7633282,-1.2332897,-0.4167604,-1.6045818,-0.74262637,-0.48093033,-0.4985247,-0.5371815,-0.53356504,-0.5365563,-0.80971754,-0.77261937,-0.86135507
Ajap1,-0.81267965,-0.72468674,-0.96693677,-0.40381575,-1.3987579,-0.87688535,-0.33546203,-0.42869544,-0.4906399,-0.47350344,-0.4927306,-0.913949,-0.6804131,-0.78125405
Mex3b,-0.43388036,-0.29235163,-1.5711529,-0.4712278,-1.4001327,-0.35212687,-0.47898334,-0.47278976,-0.4658713,-0.46681023,-0.4660301,-0.42702508,-0.35715133,-0.44099292
Tssc4,-0.45943576,-0.45259213,-2.0871007,-0.59591174,-1.9818263,-0.422019,-0.7619796,-0.73697853,-0.6522017,-0.6780927,-0.6495916,-0.44946656,-0.39120647,-0.54110605
Fgf14,-0.7189721,-0.7077455,-0.86109793,-0.35836056,-1.4410701,-0.75808424,-0.46753347,-0.4595351,-0.4812119,-0.4752837,-0.47980592,-0.7643608,-0.6188718,-0.6686463
Polr2f,-0.768693,-0.30690098,-2.2891834,-0.7017943,-2.1463113,-0.6455356,-0.8205664,-0.8257851,-0.7076537,-0.7126096,-0.70658314,-0.5542178,-0.6416761,-0.7086507
Ptms,-0.42564362,-0.56066674,-1.9372098,-0.6054598,-1.7980063,-0.38684893,-0.6126003,-0.5812825,-0.5969704,-0.59937584,-0.59688,-0.44259351,-0.543309,-0.4123975
Mcu,-0.65496767,-0.6843605,-1.5079789,-0.527676,-1.6339686,-0.6418932,-0.52586687,-0.5475122,-0.54525465,-0.5447466,-0.54489857,-0.59049,-0.62027913,-0.6955993
Pcdhgb5,-0.72876847,-0.6589989,-1.5515838,-0.5586091,-1.780428,-0.46927595,-0.615975,-0.60486263,-0.59297836,-0.5938772,-0.5926172,-0.4697811,-0.67314863,-0.74175155
Klf15,-0.47383898,-0.49746364,-2.691893,-0.8532704,-1.9774803,-0.2906842,-0.66267145,-0.72196776,-0.65747327,-0.66172004,-0.6553972,-0.13517845,-0.64983577,-0.6308393
Bcl2l1,-0.24761322,-0.35470158,-2.3005328,-0.7500824,-1.8609993,-0.5401753,-0.6602489,-0.663683,-0.61265254,-0.6268777,-0.6188708,-0.4604082,-0.39831263,-0.2155486
Capn2,-0.43490642,-0.5519099,-2.543579,-0.7781199,-2.2634168,-0.4946599,-0.8688489,-0.8674246,-0.74377877,-0.7534116,-0.7418986,-0.3285202,-0.6609041,-0.5003878
Tbc1d30,-0.8180597,-0.8370094,-1.8653274,-0.74472976,-1.8422009,-0.89444447,-0.37965056,-0.576199,-0.6381528,-0.6274336,-0.64229596,-0.9106691,-0.8005804,-0.72789335
Epn2,-0.4029529,-0.38517547,-2.2499695,-0.7299077,-2.0156622,-0.7147053,-0.773239,-0.7021498,-0.66495013,-0.6746791,-0.66440153,-0.49254632,-0.6236361,-0.4116168
St6galnac3,-0.530769,-0.32866836,-0.83852595,-0.31423542,-1.0559019,-0.46854064,-0.3781379,-0.3604084,-0.35039434,-0.35037905,-0.349944,-0.4566589,-0.4840648,-0.5198329
Lmntd1,-0.4889335,-0.61525136,-1.6829385,-0.52362704,-1.6270323,-0.65655077,-0.56051767,-0.54914296,-0.5418701,-0.5419754,-0.5416321,-0.69506824,-0.6161749,-0.3905235
Ppp2r5c,-0.50664455,-0.4701715,-1.5691776,-0.49754357,-1.4829663,-0.5893169,-0.49306324,-0.48011273,-0.495018,-0.49460992,-0.49519613,-0.5817841,-0.4961834,-0.49484038
Rreb1,-0.4501584,-0.8116343,-1.9982893,-0.60933733,-2.036592,-0.6418497,-0.7296928,-0.78244895,-0.67434996,-0.67669344,-0.6740544,-0.64132214,-0.38879022,-0.51689726
Mylk,-0.34870735,-0.65609115,-2.1419764,-0.7060366,-1.7572732,-0.63183,-0.56828445,-0.6210108,-0.58747023,-0.5847885,-0.5871836,-0.6238536,-0.6084205,-0.35670218
Pcdhga3,-0.6678199,-0.6383251,-1.461482,-0.539562,-1.727717,-0.46488938,-0.6063845,-0.5986949,-0.5746549,-0.574977,-0.57431096,-0.45997685,-0.64073133,-0.6815841
2700012I20Rik,-0.30885395,-0.37611377,-1.7130108,-0.5189983,-1.5362878,-0.31827894,-0.53955716,-0.5627072,-0.5077495,-0.51475513,-0.5077131,-0.33559984,-0.3875234,-0.27326012
Spry4,-0.47098374,-0.709587,-2.6166058,-0.7901184,-2.0550323,-0.62021816,-0.7188059,-0.6955675,-0.68385106,-0.683789,-0.6840431,-0.5122112,-0.7326691,-0.46314538
Tmem259,-0.4030127,-0.7090169,-1.6870655,-0.6191082,-2.038372,-0.52662396,-0.74604255,-0.73141444,-0.66743207,-0.67832565,-0.66814834,-0.48867998,-0.58917713,-0.45393896
Sec14l1,-0.3937788,-0.5688481,-1.2391902,-0.5126014,-1.5894798,-0.6146053,-0.5195621,-0.5450941,-0.52926344,-0.52965903,-0.53004885,-0.58378756,-0.41954753,-0.40093267
Gm15413,-0.88938624,-0.54093367,-1.7358562,-0.6034005,-1.7966747,-0.5272342,-0.5830018,-0.61379814,-0.59917045,-0.5986428,-0.5989092,-0.579011,-0.75322783,-0.9106498
Btbd17,-0.9927615,-0.63668764,-3.860017,-1.1388212,-2.6078386,-0.29109114,-0.8685779,-0.8265999,-0.8707155,-0.87776923,-0.8689897,-0.24800187,-0.91992366,-1.192778
Cntnap5c,-0.6863965,-0.66115975,-1.4968845,-0.5496903,-1.6941866,-0.75468093,-0.57532924,-0.5916564,-0.5653823,-0.56383115,-0.5645904,-0.8015058,-0.70000076,-0.6485075
Mir219a-2,-0.9177288,-0.07950854,-3.2544014,-1.0270444,-2.991787,-0.77684546,-1.2331444,-1.2485347,-0.90607387,-1.043014,-0.88423455,-0.56821287,-0.98844755,-0.90716964
Fnbp1,-0.48551995,-0.25878254,-2.2093744,-0.69572973,-1.9093082,-0.5071844,-0.7336677,-0.7285739,-0.61935633,-0.626012,-0.6161962,-0.401529,-0.31591445,-0.6395848
2310043L19Rik,-0.8308338,-0.6654845,-2.4466472,-0.8191509,-1.7119517,-0.7496726,-0.4134087,-0.45491278,-0.6059346,-0.53582364,-0.61747074,-0.76265126,-0.73107195,-0.8780538
Mir301,-0.37140754,-0.57318366,-2.0412135,-0.5895824,-1.9975839,-0.4587255,-0.74310493,-0.69711924,-0.65483516,-0.6753435,-0.6528681,-0.6010607,-0.4044354,-0.37539366
Rabgap1l,-0.66518456,-0.43459454,-1.1241574,-0.42030612,-1.3641987,-0.6259074,-0.45309177,-0.4419467,-0.45448697,-0.45430014,-0.45449606,-0.61264724,-0.5601471,-0.68981254
Sgk1,-0.60539293,-0.5998287,-1.3925892,-0.555741,-1.7204797,-0.74639463,-0.56763417,-0.5738181,-0.5741107,-0.5745034,-0.5745722,-0.7260157,-0.6047093,-0.5860582
Mras,-0.65607136,-0.8506911,-1.6825738,-0.6874602,-1.9398485,-0.53365624,-0.621377,-0.65048134,-0.64679474,-0.64829063,-0.6479144,-0.43564242,-0.6623561,-0.7075483
1700003M07Rik,-0.8190267,-0.53766316,-1.7370087,-0.554908,-2.0055666,-0.4608258,-0.7133173,-0.7145339,-0.6639574,-0.6664071,-0.6626901,-0.37659347,-0.7084842,-0.9290709
Neat1,-0.3536593,-0.48188785,-2.4310293,-0.83887005,-1.8378692,-0.6106199,-0.5504976,-0.5233973,-0.62015665,-0.6206004,-0.6251437,-0.5793896,-0.5503712,-0.37139034
4930572O13Rik,-0.64785266,-0.5440259,-1.3726486,-0.49948692,-1.5605894,-0.5464349,-0.5291519,-0.51532507,-0.5200592,-0.51963913,-0.5199287,-0.61130047,-0.6451609,-0.6260891
Mcl1,-0.22927186,-0.66719234,-2.68049,-0.80680716,-2.0185773,-0.5985014,-0.750083,-0.7361626,-0.66610867,-0.66924775,-0.6654464,-0.6681135,-0.4237281,-0.18099019
Mir5103,-0.6351322,-0.7299667,-1.8864322,-0.5999574,-1.8077574,-0.5988914,-0.59744185,-0.5984961,-0.6028626,-0.6029169,-0.6029349,-0.6748934,-0.59892863,-0.7433959
Atg10,-0.751693,-0.6954693,-1.5884244,-0.54395896,-1.7470782,-0.731086,-0.6022258,-0.5876789,-0.58258724,-0.5808992,-0.5824659,-0.7868959,-0.6131466,-0.7709194
Mir6538,-0.66417795,-0.34841144,-2.12111,-0.7271924,-1.6932509,-0.54971206,-0.49640784,-0.5387254,-0.56668055,-0.56430215,-0.5674477,-0.50627655,-0.6776074,-0.6601861
Fbxl15,-0.68319327,-0.68351173,-1.7159832,-0.58504516,-1.8094252,-0.53436947,-0.6082497,-0.58817583,-0.602724,-0.60284704,-0.6025042,-0.56877726,-0.6010265,-0.7425053
Atp9a,-0.79946667,-0.552986,-1.5765955,-0.5398609,-1.7041619,-0.7499987,-0.5511819,-0.5610458,-0.56953,-0.5675216,-0.56931955,-0.76756275,-0.7734968,-0.78134364
Ctbp2,-0.33262146,-0.6030951,-2.4141033,-0.7752384,-1.8755407,-0.51720446,-0.6671525,-0.6905655,-0.6230076,-0.6259099,-0.6240404,-0.50224763,-0.49337375,-0.3321303
Ncam1,-0.6872249,-0.36385632,-1.2683243,-0.43522665,-1.3399354,-0.4345464,-0.46347687,-0.4380044,-0.44624373,-0.44667011,-0.44567505,-0.41157776,-0.5278292,-0.7207997
Cmss1,-0.50323284,-0.5791177,-1.6542751,-0.6046082,-1.8108175,-0.6746059,-0.6082573,-0.6081843,-0.60342395,-0.6035606,-0.60364825,-0.7090239,-0.59652257,-0.49715695
Vps13d,-0.4476645,-0.64929295,-1.2842808,-0.48599175,-1.5198607,-0.74161375,-0.5207346,-0.514869,-0.5069423,-0.50618494,-0.5062599,-0.67302656,-0.5214991,-0.5025164
Kctd1,-0.7688793,-0.73247856,-1.0425396,-0.44972086,-1.5296953,-0.69117796,-0.40906668,-0.4209708,-0.51843625,-0.51338273,-0.52403224,-0.7236959,-0.68849415,-0.76459336
