,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 7,RNA private topic 8
ATP5F1E,-0.004483132,0.2537382,-0.063507944,-0.19237667,-0.023165965,0.56705123,0.16698113,0.10068907,-0.04376296,0.2902065,0.0010326862,0.008478344,-0.041822266
PSMA7,-0.006895494,0.27888337,-0.009459519,0.31543934,-0.010542948,-0.2776688,0.124209575,-1.0657572,-0.009066768,-0.053358898,0.00047618628,-0.008145346,-0.02616972
OSBPL2,-0.0011536283,0.331548,0.04394058,-1.3710449,0.013527007,-0.27518865,0.21130069,-0.63759154,0.015021337,-0.49209854,-0.0016812491,-0.0021156655,-0.042695835
ADRM1,-0.022553446,0.3890726,0.010906217,0.2765131,-0.16388087,0.19006146,0.27908254,-0.20266923,0.018132206,-0.05783491,0.0043156296,-0.013048817,-0.05569417
OGFR,-0.002975684,0.14733066,0.008100909,-1.3792934,0.014482239,-0.82802397,0.035538305,0.08008382,-0.023024175,-0.21309763,0.0018644875,0.0104978485,0.09491627
DIDO1,-0.0029626156,-0.024156958,0.0027430605,-5.832927e-05,-0.0064589637,-0.60613906,0.014287687,-0.16133492,0.011508185,-0.15656352,0.00088128925,-0.0030308147,-0.0050937617
GID8,-0.002667524,0.20822509,0.0030299248,-0.2462116,-0.0037642096,-0.39705843,0.24540839,-0.20153256,0.008763489,-0.08767786,5.441047e-05,0.0048783454,0.003459548
STMN3,-0.020725517,-0.43881497,0.5011355,-0.95277536,-0.9540028,-0.7739124,0.93169475,0.14201614,0.30498192,-0.89830637,-0.0185238,0.005352208,-0.37215742
ARFRP1,0.0017103703,-0.1730659,-0.022674475,-0.11085938,0.019249171,-0.3529775,0.36656302,-1.3408465,0.00035098626,-0.5082923,0.002974134,-0.008387214,-0.046015996
ZGPAT,0.0042973943,0.08006473,-0.104442686,-0.39020142,-0.11446685,-0.04791554,0.7243333,-1.0987811,-0.007959452,-0.20073037,-0.0018827228,-0.0057665957,9.764746e-05
LIME1,0.008823854,-0.20562826,0.04691897,-1.1136926,-0.17391194,-0.6426751,0.61918,-0.9670448,0.025193479,-0.31293884,0.00182841,-0.035310503,0.040788073
SLC2A4RG,-0.017935332,-0.43275654,0.27265045,0.34978855,-0.71557266,0.01589995,0.33137497,-0.524848,0.057417314,-0.25976348,-0.010150416,-0.0010532098,-0.24210611
TPD52L2,0.008349223,-0.389129,-0.3736346,0.37799463,0.09324915,0.72887164,-0.105167046,-0.0022283893,-0.08772748,0.3706821,4.2787025e-05,0.0187381,0.09562868
DNAJC5,0.0030240112,0.10801769,-0.01107498,-1.1230332,-0.069947995,-0.035338834,0.27904812,0.14363027,0.008421316,0.025770452,-0.0015339045,-0.0005595828,-0.08643376
PRPF6,-0.005109222,-0.026477985,0.015811458,0.24807292,0.002201009,-0.35655174,0.11943743,-0.606074,0.006779615,-0.014267532,-0.0009943242,0.00060577877,-0.008818425
SOX18,-0.017176095,-1.4097222,-0.68626684,0.34111127,0.06606145,0.5921091,-1.2668505,0.4922691,-0.18342994,0.45269132,0.00026658762,-0.000289654,-0.13229826
RGS19,0.006870465,0.47426596,-0.2288637,-1.0189971,0.026059926,0.049664754,0.16678949,-0.06017049,-0.003548466,-0.16806898,0.003928362,0.0005770398,0.0004381373
PCMTD2,0.0025244127,-0.4633024,0.03993792,0.13184008,-0.040352482,0.12644744,0.039682217,-0.8278853,-0.005379662,0.13158621,-0.0019246729,0.010622,-0.041530296
USP25,0.0020916057,0.0056511844,-0.0256738,0.36318588,-0.007713156,0.1013736,-0.007011839,-0.4181617,0.00035475957,-0.06822486,-0.0006874352,0.0031972749,0.0008240934
APP,0.2538307,-0.7366735,-1.5770675,0.8082293,0.59510535,1.187911,-0.87839967,0.31158468,-3.3377557,1.2744493,0.048300743,0.47622302,0.09410113
ADAMTS1,-0.23756343,-1.4281915,-0.61426026,1.7310966,-1.1834828,0.81797004,-2.001802,1.3900672,-0.9107614,0.39947265,-0.024927553,0.014007519,-0.17895672
USP16,0.0034836936,0.16754013,-0.17062509,0.045141887,-0.25691164,-0.72058314,0.33266762,-0.12543668,-0.040068835,-0.5782526,0.0021979257,0.0103150485,-0.05334393
BACH1,0.0012231243,-0.08702478,-0.034193847,0.024384787,0.012811245,0.14741398,-0.22404858,0.66263616,-0.0048799464,0.00906556,-0.00024871144,-0.000446643,0.012141973
TIAM1,-0.22141923,-0.13051967,0.8585375,-2.0143323,-1.0000693,-1.0452862,0.9443964,-0.5649568,1.7103891,-0.82606685,-0.018986532,-0.47315392,-0.94768614
SOD1,-0.010201008,-0.091191955,-0.011276756,0.766245,0.03822892,-0.323798,0.31057668,-0.0154286,-0.0005177852,0.074601166,0.0013675756,-0.0104594,-0.020305043
SCAF4,0.014225842,0.15926619,0.013960932,-1.7544415,-0.033735722,-0.2257152,0.06491454,-0.16096134,0.002290381,-0.24790318,0.0030854593,0.00805762,-0.004336223
CFAP298,-0.0008967293,-0.029383553,-0.008434978,-0.39084867,0.003227164,0.15357399,0.08113094,-0.086970985,-0.0010907268,0.003942107,8.042891e-05,-0.0010738948,0.0022061246
IFNGR2,0.016532976,0.45914227,-1.3234457,0.5609774,0.108995244,0.13071325,-0.0031436693,0.24900287,-0.10693124,0.053347923,0.0015596389,0.043191034,-0.04573095
SON,0.0020152882,-0.035098832,-0.08467834,0.115157455,0.10673059,-0.5104773,-0.2727038,-0.6060836,-0.008463343,-0.12038783,-0.0029493878,-0.0041373614,0.0107197
MORC3,-0.0011612308,0.13210978,-0.01711552,-2.0416152,-0.04101766,0.049751382,-0.009587461,0.15854433,-0.014792199,-0.24928725,-0.0025043888,-0.0034646734,0.04588184
TTC3,-0.0030079754,0.010560491,0.01492335,0.04045269,-0.05140296,-0.12289605,0.17926082,-0.11731473,0.0007390563,0.050099764,3.5089186e-06,-0.002163809,0.0025288512
DYRK1A,-0.0015831608,0.07036102,0.22927292,-0.2543683,-0.116626725,0.09363957,-0.029410787,-0.16096105,0.0031989536,0.10997513,-0.0013548922,-0.00018530621,-0.007617111
ETS2,0.029173238,-1.1095968,-0.07733823,0.5316303,0.4613541,0.79879355,-1.1379911,0.15568493,-0.26277998,0.5898588,-0.003366821,0.045387864,0.0040201517
HMGN1,-0.009099878,0.3845446,-0.11147229,-1.0929333,0.0598418,0.11855739,0.22303076,-0.3497835,0.0074511357,-0.026252614,-0.0041528605,-0.0023732109,-0.06994423
ABCG1,0.00033346767,-0.5868461,0.04335774,-0.566227,-0.074700624,0.45344925,-0.05233427,-0.65581024,0.0019877653,-0.06520813,0.0041267388,0.012505837,-0.052759796
PDXK,-0.001237623,-0.16660687,0.004767861,0.7733546,-0.11151865,-0.29443002,-0.091641575,-0.13393913,0.006706786,-0.05429329,-0.0001226735,-0.0077889576,-0.00017271313
TRAPPC10,-0.0045655803,0.29489714,-0.24053651,-1.8367522,-0.3477513,-0.37722406,0.35650337,0.25700462,0.028600242,-0.37906387,-0.0009770826,-0.006698668,0.022447085
CFAP410,-0.0035037214,0.11457764,-0.022773908,0.05010308,0.08894381,-0.8413913,0.24863674,-1.3817495,-0.00025452784,-0.008595551,0.0060698944,-0.022802707,0.033421572
UBE2G2,0.0049888142,0.11235546,0.14184996,-0.3994343,-0.88198406,-0.6200974,0.30694652,-0.644437,0.029779712,-0.4962165,-0.011387332,-0.011796477,-0.035095505
SUMO3,-0.0001926242,0.11226081,-0.0495261,0.17663378,-0.0033553883,0.43236336,0.04585796,0.20875856,-0.020216223,0.3015971,-0.0064184135,0.0021579002,0.023721749
ITGB2,0.007397878,0.03680448,-0.007676988,-1.4833415,-0.040545344,-0.19740011,0.44056505,-0.47676325,0.000900664,-0.50398,0.00046005033,0.001868556,0.0062417206
FAM207A,0.014220688,-0.24553417,0.0211331,-1.0361719,0.02426051,-1.0957956,0.10864529,-0.21369956,-0.0054009194,-0.28522485,0.0015123093,0.0033880093,-0.055629555
ADARB1,-0.008404454,0.20153882,-0.09248816,-0.2342019,-0.2509211,-1.0270115,0.5252822,0.036787372,0.008548025,-0.022617118,-0.00167993,-0.0003360105,0.0075005027
COL18A1,-0.019306356,-0.49558508,0.24999984,-0.40925398,-0.113077804,-0.5078724,-0.13995041,0.7439844,0.007975655,-0.28544742,-0.004045972,-0.00072702515,-0.07117469
COL6A1,-0.013750042,-0.5566099,0.28322122,0.50903475,-0.7263911,-0.126651,-0.7738732,0.9248479,-0.06621029,-0.082929485,-0.0020472484,-0.007076713,0.054598447
COL6A2,-0.017444588,-0.27837697,-0.060260914,1.0346328,-0.19679582,-0.67474955,-0.75583494,0.86786085,-0.08558707,0.053273894,-0.0060491147,-0.028530866,0.06738838
DIP2A,-0.0049438043,-0.3280547,0.0027366942,-1.6512656,-0.15577579,0.13891476,0.48773825,-1.3106236,0.02555466,-0.035374608,-0.0027986562,-0.029129745,-0.06774708
PRMT2,-0.0055520567,-0.080831565,0.023124715,-0.8954488,-0.0055936556,0.0060262843,0.5841334,-1.2421411,0.014465974,-0.09247657,-0.00018604654,-0.007754881,-0.062604226
ADA2,0.042864602,-0.47925776,-0.146182,-1.0396756,0.1413128,-0.0019485387,-0.21068186,-0.919575,-0.06307444,-0.21813309,-0.0014671945,-0.037484676,0.56722194
BCL2L13,0.00044601323,0.1867445,0.0045106234,0.5559279,-0.19761841,-0.6603703,0.31676698,-0.81613106,-0.015156507,-0.7181434,0.0017208712,0.012269041,-0.041210048
MICAL3,0.0011721621,0.9131593,-0.5736745,0.3585114,-0.015047033,0.23263958,-0.7996099,-0.71656764,-0.09587657,0.20119552,-0.008355126,-0.061517596,0.08729709
CLDN5,0.7624602,-1.7181841,-1.3889687,0.09195726,1.0933431,1.5569353,-1.7874509,0.25470176,-4.4976616,1.7873626,0.06512983,0.8460577,0.3050718
COMT,0.010477856,-0.11485462,-0.055122256,-0.30662963,0.06560598,0.5388412,-0.12963073,-0.00952436,-0.00951949,0.064743966,-0.00040351914,0.009226569,0.044687096
KLHL22,-0.055476166,-0.05406446,0.6245567,-0.6566799,-0.1348112,-0.51436764,0.48961622,-1.4325379,0.17511074,-0.47280878,-0.005476366,-0.042836767,-0.26233932
PI4KA,-0.0009359202,0.040038075,0.091170356,-0.20506927,-0.059159074,-0.24405938,0.30417752,-0.49873564,0.0035910965,-0.30698967,-0.0006705396,0.0007511941,0.00523124
SNAP29,0.003167195,-0.038978226,-0.030741379,0.29586974,0.013553473,0.13551839,0.15269992,-0.451845,-0.0077964775,0.07469496,4.525422e-05,0.0072029443,0.0019975253
SDF2L1,0.0028934656,-0.22339474,-0.017649684,-0.66264194,-0.006660219,-0.042845633,-0.022748707,0.048822615,-0.006725147,0.03608109,-0.0005632373,-0.0058081555,0.026541116
PPM1F,0.026420176,-0.4891794,-0.24109378,-0.6235332,0.070401885,0.88619816,0.07773114,-0.37567925,-0.09052972,0.8893032,-0.0004909251,0.04473206,-0.030315312
IGLC1,0.42166197,-1.1511734,-0.1294682,0.50850636,-0.18647969,0.25672784,-1.9723698,0.92088944,-3.3879414,-1.0959368,0.10639265,-1.2675976,1.7503059
SMARCB1,-0.0063318294,0.43238956,0.012450523,-0.3419583,-0.53236425,-0.82264847,-0.0717037,-0.17647979,0.006377395,-0.03216342,-0.0012948512,-0.01024558,0.00423458
DERL3,0.60817695,-0.5624593,-0.009683818,0.11688926,-0.30066276,-0.29409963,-1.6004196,0.7246736,-1.0658455,-0.5270615,0.0716612,-0.67192113,1.567609
DDTL,0.020285783,0.30057856,1.7888904,-2.0277739,-0.18825467,-1.4510858,-0.6012582,-1.9973724,0.41198903,-0.49613717,0.17863147,-0.02516465,-0.8806517
DDT,0.019346219,-0.08036485,0.39508945,-0.12147586,-0.08170956,-1.6371604,-0.12247444,-0.9383122,-0.03430468,-0.1654222,0.0040538353,-0.022273995,-0.6051454
CABIN1,0.0037414506,0.06384948,0.048526473,-1.4633468,0.022427509,-0.6760231,0.1476293,-0.3165395,0.0018286349,-0.27113038,0.0029952775,0.00046706406,-0.0047373944
SPECC1L,-0.0028022325,-0.31621054,0.30462793,0.2740111,-1.3671811,0.18985382,0.10159549,-0.008422632,0.025585374,-0.4915033,0.0009461788,-0.009669421,-0.17331097
GUCD1,-0.002026006,0.029349402,-0.049957544,0.54916596,0.0001280011,0.095857106,-0.008240707,-0.22884704,-0.0051565208,-0.0026671311,-0.00031670023,0.0022318864,0.0049024834
GRK3,-0.0025346598,0.6183188,-0.85521716,0.7754309,0.040068127,-0.83507454,-0.081963144,-0.66618204,-0.030004699,-0.045436203,0.002280898,0.009710875,-0.06812199
TPST2,0.02521635,-0.65975803,-0.43763348,-1.4219468,0.0663265,0.68658847,-0.71131015,0.54330754,-0.18008879,0.104165025,-0.0029724215,0.05790126,0.15139951
PITPNB,-0.012325751,0.3433595,-0.11177858,0.49462363,-0.06842041,0.36977753,-0.012477357,0.13021965,-0.01003023,-0.10158881,0.0034366646,0.00615452,-0.010346865
XBP1,0.17833525,-0.80551594,-0.38815543,-0.040281206,0.48960692,0.04576162,-1.3053353,0.45137542,-3.247536,0.2345967,0.20855005,-1.1458067,1.2740471
EWSR1,-0.0029963967,0.15407573,0.13808349,-0.71111155,0.019067554,-0.30959803,0.07585374,-0.38731298,-0.0038548892,-0.4837118,-0.00094783865,0.0019257019,-0.025856318
AP1B1,-0.00592665,0.6021421,-0.016355306,-0.47004217,-0.025225215,0.18991831,0.11078619,-0.11410379,-0.026103845,0.16300254,-0.00044210392,0.00045436417,-0.018177228
NF2,-0.0016770961,0.2903705,-0.07664606,-0.5964621,-0.11493485,0.11110424,0.26058412,-0.113262504,-0.0057112733,0.03832386,0.002182416,-0.008139239,-0.02776415
UQCR10,-0.006744832,0.3289816,-0.09261478,0.82133853,-0.4761542,-0.50621474,-0.02127785,-0.003618538,-0.015293629,-0.17683402,0.0011256929,-0.0070704683,-0.052438587
MTMR3,-0.0020467176,0.13282569,-0.02319717,0.18688795,-0.08099709,-0.42725796,0.11884334,-0.3585752,0.00047409497,-0.011760495,0.00029740177,-0.002720382,-0.022551943
TBC1D10A,-0.004814654,-0.2278645,0.10791105,-1.2977337,-0.0660376,-0.46387514,0.56547,-0.72514373,0.043007825,-0.43830454,-0.0027854734,0.0037952273,-0.08827003
SF3A1,-0.0024808848,0.01627968,0.0019825634,-0.4364635,0.00095949974,-0.09763982,0.33433113,0.1546782,-0.0028282793,-0.03355408,-0.00032653875,-0.00063271535,-0.013907618
TCN2,0.105170876,0.13661891,-0.96140134,-0.24250989,0.44560453,1.0081103,-0.90686893,0.06434207,-0.51996523,0.3503623,0.012390124,0.54958594,-0.08464775
SMTN,0.12817149,-1.3682106,-0.6558815,0.19950062,0.8353231,1.1867477,-1.5737135,0.92699903,-1.7647486,1.333444,0.019773576,0.0999144,0.27085084
SELENOM,0.00016041851,0.04340347,-0.11813969,0.31351006,0.0011470497,-0.23814362,-0.07717808,0.6010484,0.0004960294,-0.13817692,0.00022774901,-0.0031255963,0.0011650487
PIK3IP1,0.007814951,-0.18603218,0.48742127,-1.7310565,-0.40618494,-1.139252,0.5783857,-0.6642107,0.49471882,-1.1506033,-0.041691914,0.0106207775,-0.7000252
SFI1,-0.060934022,0.039211694,0.74627197,-1.3888568,-0.11390366,-1.4510387,0.29295596,-1.35072,0.52119493,-0.64299417,-0.019721733,-0.19968045,-0.31548712
PRR14L,0.01109296,0.100377366,0.011590238,-1.5783132,-0.1113016,-0.51474607,0.2575986,0.5115242,-0.00642271,-0.05899475,-0.0009679463,-0.0049057817,-0.0035358234
RTCB,0.00019829631,0.010143234,-0.1478583,-1.1976819,0.07906201,0.014806547,0.1965089,-0.31685773,-0.00066885876,0.093541875,-0.0003116796,0.00023135263,-0.0010177256
FBXO7,-0.0045408704,-0.11019655,0.0422604,0.63781404,-0.082682475,0.041200664,0.15546699,-0.2923915,0.007567797,-0.23847464,-0.0010081932,0.00092581805,-0.005526075
TIMP3,0.4736054,-1.8443385,-1.7803289,1.145193,0.5097863,1.0762596,-2.798502,1.0196044,-6.2952685,1.2769856,0.30779347,0.53938633,0.8717322
HMOX1,0.16230525,-0.70475537,-1.8306181,1.2027727,0.38433856,1.2890352,-1.028707,0.52581584,-2.0851684,0.5736665,0.027096204,0.34058565,0.35462958
MCM5,-0.03712941,0.96248597,0.10112362,-0.91597766,-0.410094,0.0758036,0.7256046,-0.3066061,0.08505918,-0.42190728,-0.036545932,0.008899622,-0.3424321
APOL6,-0.006926003,-0.29519197,-0.036325492,0.8971797,-1.380831,-0.6218617,0.14690547,0.368396,-0.00522006,-0.18143468,-0.004978942,-0.019995885,0.018442221
APOL2,0.00080001605,-0.32497516,0.25104922,-1.4347029,-0.19565901,-0.7198976,0.43651608,-0.35488415,0.03686017,-0.075528175,-0.0044449302,-0.025904104,0.040234096
MYH9,0.0014243391,-0.07817699,0.07223307,-0.09293741,-0.06433552,-0.80799025,-0.075585485,0.57775354,0.00919049,-0.26192623,0.0017129051,0.0023422183,-0.015830351
TXN2,-0.00068987056,0.39519072,-0.37098053,0.49954757,-0.030788017,0.46659678,-0.09578087,0.46911317,-0.042981308,0.43731165,-0.0012007729,-0.007176418,-0.06757849
EIF3D,-0.010691637,0.18850118,-0.008595924,-0.9556317,-0.018692648,-0.24208163,0.10623605,0.1385598,0.011368667,-0.07868442,-0.00084702217,-0.008707104,-0.0907117
NCF4,-0.0077160425,0.47014192,-0.029422738,-1.2554847,-0.017329339,0.35873675,-1.2875777,0.27877054,-0.023343049,-0.11177327,-0.00022643145,-0.004118385,-0.038058043
CSF2RB,0.06645613,0.40817088,-0.36678958,-1.6240426,-0.62991023,0.65142417,-0.6115482,0.49902353,-0.11392616,0.06859729,-0.014694564,0.064764544,0.14005369
RAC2,-0.0016165707,0.28025985,-0.0043077245,-1.6455122,0.041387174,-0.66843015,0.38586715,-0.7207738,0.059833802,-0.51512015,-0.0036177044,-0.026371863,-0.015666557
CYTH4,0.0013750867,0.016055828,-0.0074244044,-0.5547035,0.009755212,-0.012125632,-0.023677265,0.2776968,0.0031735585,-0.08031794,-0.00010986358,0.0036250665,-0.00065966795
GGA1,-0.010881314,0.23116885,0.24996462,-0.45507252,-0.11111005,-0.17624925,-0.034727775,-1.6598876,0.012011001,-0.44635907,-0.0023118411,0.006063373,-0.050259948
SH3BP1,0.025174502,0.5941741,0.04441613,-1.7748779,-1.1397244,-0.6151126,0.30098882,-1.4539042,-0.033590455,-0.8076889,-0.0015859012,0.063368306,-0.14914948
LGALS1,0.0035708162,-0.1997552,-0.1402517,1.4606361,-0.43296653,-0.70233315,-0.8180363,0.8474114,-0.0634878,-0.6749728,0.0028310483,-0.045262083,0.012703588
TRIOBP,0.05712769,0.2049188,-0.79076546,0.5432285,0.11861413,0.5987095,-0.2943983,-0.45154664,-0.10780905,0.14065422,-0.00512526,0.07508651,-0.045080103
H1F0,0.038347974,-1.0842462,-0.07430888,-0.46457177,-0.14536053,0.80596644,-0.6845678,0.78186274,-0.17393547,0.29771233,0.022415416,0.072117575,0.015525072
EIF3L,-0.0015531018,0.1944226,-0.07405251,-0.47691602,-0.016580233,0.020257661,0.38275257,-0.52674276,-0.008157237,0.019794973,-0.002016698,-0.00077764527,-0.009221387
MAFF,-0.1519712,-0.62206763,0.37409437,0.5022451,-0.6403591,-0.27843517,-0.8514057,0.8620619,0.030530158,-0.08272134,0.005075479,-0.30672902,-0.43873063
DDX17,-0.0005478529,-0.19421421,0.06355611,-0.8244691,0.04046792,0.019907719,-0.31875443,0.25448188,-0.026869254,0.06540705,0.0005942223,-0.032015678,0.030668154
GTPBP1,0.0076920516,0.3525443,-0.13941295,-0.6491778,-0.027266247,0.37848628,0.31248543,-0.3986822,-0.008793859,0.03395965,-0.00049477094,0.0036985085,0.0123912925
SUN2,-0.003792933,-0.29101694,0.24346095,0.23240393,-0.011188642,-0.8131256,0.32884118,-0.7416838,0.08535651,-0.61711985,-0.007028434,-0.008695581,-0.20643975
CBX6,-0.009698072,0.020850075,0.1861675,-1.2104005,-0.2366445,-0.2262213,0.4343877,0.18151627,0.013024586,-0.34791964,0.0036703146,0.0023057996,-0.13839585
APOBEC3C,-0.004984269,0.4814967,-0.016947543,-0.8349897,-0.04824106,0.18141396,-0.34716135,0.45777804,-0.011968443,-0.110193685,0.0022329073,0.0018482264,-0.0139157325
CBX7,-0.0075498796,-0.07769935,0.024118327,-0.58559334,0.09965863,-0.04551454,-0.17832766,-1.8125771,0.007495071,0.030711535,-0.002783708,-0.00906963,-0.033545602
ATF4,-0.009637108,0.0077521717,-0.21808288,1.2991425,-0.031010665,0.094347164,0.014927298,0.077229485,-0.031021765,0.3551153,0.0025082855,-0.0037252645,0.03793573
GRAP2,0.033277325,-0.31324807,0.4387761,-1.5610293,-1.1643009,-1.2234154,0.86965525,-0.40255156,0.39891085,-0.822224,0.011847765,-0.09891212,-0.82514006
TNRC6B,0.0006509858,-0.21567315,0.053903867,-0.17108895,-0.035388295,-0.6740058,0.3939828,-0.4817888,0.010108491,-0.08139984,0.0026734849,-0.0043783556,-0.028203985
SGSM3,0.012041138,0.2972179,-0.15025304,-0.9900582,-0.019540625,-0.68158823,-0.3477416,0.17305638,-0.0366149,-0.50341433,0.00216506,-0.00070501707,0.014895706
MRTFA,-0.015651219,0.08405911,0.19995877,-0.33821395,0.22740209,-0.69202274,0.43622383,-0.46554604,0.0017994915,-0.026810488,-0.004484481,-0.012422721,-0.060102016
RBX1,0.0005170595,-0.061494637,0.01908212,-1.2141194,-0.011369962,-0.25383693,0.42929095,-0.30137974,0.0052083945,-0.116678335,-0.0006436322,0.0070864228,-0.023755508
EP300,0.00041550197,0.051951066,-0.0141097065,0.14296786,0.008053279,-0.029124875,0.03327149,-0.4595216,-1.4883961e-05,0.01326863,-0.00044980153,0.000100911806,-0.0047612074
RANGAP1,-0.0041024256,0.14264932,0.04932747,-1.0887792,-0.18630727,-0.24834085,0.73006064,-0.25215307,0.026363708,-0.15121257,0.00054089626,-0.0017914384,-0.0271557
ACO2,-0.009426189,0.4201651,0.051110312,0.8717617,-0.18778956,-0.009680219,0.043379467,-0.03425769,0.0019397199,0.19847235,0.00059784827,-0.009577424,-0.039395127
XRCC6,0.0016765847,-0.109859884,-0.035090767,-0.35904983,-0.04322539,0.124115355,0.41927338,-0.07996544,-0.0022490458,-0.0048054755,0.00012188538,-0.0016082922,-0.005920478
SNU13,-0.002009833,0.05361567,-0.011081895,-0.85025895,-0.00216093,-0.19735938,0.003466399,-0.111080006,0.0046905107,-0.26375154,-0.00038871236,0.0008536224,-0.0005760588
TNFRSF13C,0.019885127,0.9632482,0.06239454,-1.2526574,0.10508498,-0.23483321,-1.303471,-1.8204123,-0.0032702116,-0.3128266,-0.0032731479,0.08957122,-0.07378715
SMDT1,-0.001237056,0.032413032,-0.022905344,-0.40200496,0.0039735506,0.29886025,-0.08895634,-0.4280468,-0.009338031,0.0063470355,0.00036580474,-0.0003543769,0.017778073
RRP7A,-0.043668896,0.4276975,0.23871985,-2.152782,0.14291762,-0.32822534,0.38768348,-1.0879931,0.009530089,-0.2627725,0.003554002,-0.005125278,-0.17587627
POLDIP3,-0.0042416323,0.11431433,0.022500543,0.08459577,0.045413665,-0.13799617,0.021266695,-0.78440124,-0.0027950257,0.16492264,0.00041201012,-0.008460815,0.0005779912
CYB5R3,0.0068619926,-0.051475316,-0.19791485,1.0542709,-0.010338727,0.06591286,-0.7365035,0.5664884,-0.08793983,0.37717724,0.0017737296,0.016144373,-0.026151191
ARFGAP3,0.00027791652,-0.06672891,-0.2002272,0.2679205,-0.086649306,-0.28204256,0.0020371622,0.28446266,-0.007362048,-0.34948322,0.00067414454,-0.021067003,0.109172724
TSPO,0.0016671218,-0.41349292,-0.1270869,1.1173155,0.03440426,-0.63417715,0.007633868,-0.08176101,-0.022464681,-0.078401275,0.00071162236,0.008136434,-0.017852543
PARVG,0.004577599,0.38339525,0.5214431,-1.0070269,-0.622942,-1.1883966,0.11422526,-0.5495465,0.26031896,-0.7535557,-0.019268615,0.02927736,-0.34785715
TBC1D22A,-3.9567534e-05,0.04366751,-0.008915582,-0.36963955,0.0031928539,-0.15149224,0.021678263,-0.27679572,-0.0025900288,-0.024794217,-0.0006174878,0.0008004541,0.008155318
